还有一个就是画面不够清晰锐利的问题	6,8 -1
但在低音方面表现得差强人意	2,6 -1
手机外观很漂亮	2,4 1
象素的摄象头更是一个非常理想的配置	3,6 1
点触控也不错	0,3 1
但耐磨性就差多了	1,4 -1
按键比较大	0,2 1
做工精细	0,2 1
通话质量好	0,4 1
整体观感现代感很强	0,4 1
给用户带来了很好的操作方式	9,13 1
焦点准确	0,2 1
发现整个机器很好看	-1,-1 1
在整体感上还更胜一筹	1,4 1
最大的不爽是充电太不方便了	6,8 -1
画面细腻	0,2 1
音质特好不要看高低音扩展	0,2 1
拍摄短片声音失真	0,6 -1
打造极强立体声效的同时	4,8 1
虽说流畅程度不错	2,6 1
首先最大的一个缺陷就是机子做工和质量不行	13,15 -1
通话音质比较好	0,4 1
达到了外型设计和功能的完美结合	3,7 1
简单明了的设计风格一直是诺基亚直板机的主流	5,9 1
第三信号和通话质量也欠佳	2,4 -1
有些字体设计有点丑了	2,6 -1
视觉效果震撼	0,4 1
屏幕显示细腻	0,4 1
但是对紫边的控制绝对是数一数二的	3,8 1
独特的曲线型设计	3,8 1
触摸屏手感很好	0,5 1
照片很清晰	0,2 1
对焦较快	0,2 1
手写功能强大	0,4 1
重量轻了	0,2 1
因为外形太丑也许是个人喜好	2,4 -1
闹钟延时不方便	0,2 -1
录像也还可以	0,2 1
导航比较清楚	0,2 1
但是屏幕很大	2,4 1
黑色的外观给人大气的感觉	3,5 1
内置存储空间太小	0,6 -1
没有个性化短信提示音	5,10 -1
铃声调到最大时非常大	0,2 1
成像锐利	0,2 1
信号稳定	0,2 1
拍照功能和效果比较强大	0,4 1
按键手感不错	0,4 1
其他功能方面也很突出	0,6 1
外键盘灯的设计个人认为不是很科学	0,4 -1
性价比在所有洋品牌中来说是最好的	0,3 1
反应速度可以	0,4 1
色彩显示不错	0,4 1
系统流畅没的说	0,2 1
缺点是做工差了点	3,5 -1
软件界面简单	0,4 1
按键的设置个人觉得很科学	0,5 1
兼容性较强	0,3 1
手机震动不够强	0,4 -1
红外线方面和三星的机器连接时效果不错	0,3 1
三星的屏幕向来效果出众	3,5 1
索爱的全局画面完胜	5,7 1
不过功放一般	2,4 -1
层次感相当丰富	0,3 1
强大的商务娱乐功能	3,9 1
开机读卡速度比较慢	4,6 -1
可玩性挺高	0,3 1
冲电器太牛了	0,3 1
屏幕是的可视度比好	4,7 1
按键手感不错	0,4 1
手感非常好	0,2 1
杂音很小	0,2 1
但是此时对焦成功率比无敌兔高太多太多了	4,9 1
让拥有更加广泛的软件扩展	8,12 1
屏幕分辨率低	0,5 -1
感觉菜单比合理	2,4 1
光度适中	0,2 1
空间太小	0,2 -1
输入速度较快	0,4 1
备忘录功能强大	0,5 1
待机或通话时耗电很少	6,8 1
电池部位就特别热	0,4 -1
机身轻巧	0,2 1
关机闹钟自动开关机功能比较实用	0,4 1
来电钤声音量不稳定	0,6 -1
厚度也适中	0,2 1
录音灵敏度高	0,5 1
软件使用还可以	0,2 1
总得来说谷歌太子感觉还是不错的	-1,-1 1
拼音和笔画都很好用	0,2 1
非常成功的设计	5,7 1
成像最新最好	0,2 1
反应速度和效果都很棒	0,4 1
那的短信功能就更加人性化了	2,6 1
无线网络连接的也一般	0,6 -1
短信功能强	0,4 1
还原度好	0,3 1
机身太厚	0,2 -1
的低端彩屏机公认是效果差的了	9,11 -1
成像效果方面表现相当不错	0,6 1
虽然这两款游戏的可玩性尚可	5,11 1
优秀良好的滑槽可以带给用户舒适的操作享受	5,7 1
和弦铃声听起来还比较清澈悦耳	2,4 1
该款手机电池性能一般	4,8 -1
娱乐功能相对比较单调一些	0,4 -1
配长焦机身偏小	3,5 1
屏幕艳丽	0,2 1
性能还可以	0,2 1
当然也有优点清晰照相还行网速还可以	8,10 1
游戏数量较少	0,4 -1
完美的音乐表现	3,7 1
做工比较精致	0,2 1
手感不错	0,2 1
以及简洁明快的按键设计	7,11 1
待机时间尚可	0,4 1
系列的画质一般	3,5 -1
索爱手机采用了色的彩色的大显示屏	13,16 1
锂电池兼容性不够强	0,6 -1
屏幕的效果让我很满意	0,5 1
里面我个人觉得比较实用的功能是相框和快捷键功能	15,17 1
这全部要得意于优秀的外壳材质和精良的手机做工	10,14 1
变焦也和顺畅	0,2 1
开机处设计真的很失败	0,5 -1
高感下的画质很优秀	4,6 1
铃声音量小	0,4 -1
而且手机的功能菜单等各方面的设计比较人性化	5,7 1
拍摄音稍闷	0,3 -1
音响效果不错	0,4 1
铃声屏幕俱佳	0,4 1
但价格昂贵	1,3 -1
后台运行特么费电	-1,-1 -1
声音太小	0,2 -1
扩展功能强	0,4 1
后盖不严	0,2 -1
发热一般	0,2 -1
外观尽显专业气质	0,2 1
屏大经验	0,1 1
铃声音量不是太大	0,4 -1
连拍强大	0,2 1
通话效果及信号很好	0,4 1
声音清楚而且大	0,2 1
按键反应速度有一点慢	0,6 -1
但实际功能很实用	1,5 1
软件应用很流畅	0,4 1
操作手感很好	0,4 1
成像也一般	0,2 -1
听筒声音大	0,4 1
听看小电影音质音量还可以啦	5,7 1
性价比高	0,3 1
高质量的喇叭	4,6 1
待机时间稍短	0,4 -1
正面非常帅	0,2 1
响亮的免提通话	3,7 1
通话信号好	2,4 1
魔声音效很震撼	0,4 1
色彩丰富	0,2 1
采用了出众的双彩屏幕设计	6,12 1
其实的设计并没有那么糟糕	3,5 1
对焦比快	0,2 1
二是触屏不是很灵敏	2,4 -1
另外黑莓的桌面管理软件相当于的比较不人性化	5,11 -1
待机也极为耗电	0,2 -1
保证了的良好扩展性	6,9 1
用户在使用时也会感受到机身的细腻	11,13 1
其图片显示的较为逼真清晰	1,5 1
老爸说字好大	3,4 1
灵敏度高	0,3 1
音响效果也很好	0,4 1
音质方面是差了点	0,4 -1
自动白平衡没有准	0,5 -1
设计也很棒	0,2 1
外观较时尚	0,2 1
听筒声音好	0,4 1
合并全景照片各种有趣的画框较高内存容量让不是专业的数码拍照手机用户使用起来得心应手	15,19 1
特色当多媒体工具使用感觉很爽	8,12 1
铃声低音丰富	0,4 1
续航能力只能算一般	0,4 -1
待机时间短	0,4 -1
配合的界面非常炫	3,5 1
同时手机屏幕的显示效果也是十分的令人满意的	7,11 1
特色也很明显	0,2 1
而且键盘背景灯颜色很暗	2,9 -1
色彩鲜明细腻	0,2 1
手机的拍摄功能非常的强大	3,7 1
但本人觉得效果不明显	5,7 -1
成像属于最好的一类	0,2 1
按键感觉非常舒适	0,2 1
另外拍摄模式也很少	2,6 -1
充电快	0,2 1
耳塞还行	0,2 1
仅运行内存性能表现不会太强虽然采用了全新的架构	3,7 -1
待机时间还可以	0,4 1
信号接收能力强	0,6 1
闹铃响铃时间不足	0,6 -1
造型明显成熟	0,2 1
也就是照的相片比以前的清楚些	5,7 1
层次分明	0,2 1
早前的诺基亚机在网上被批机身发热及电池不给力	12,14 -1
这项功能确实很有用	2,4 1
色彩灰常鲜艳真实	0,2 1
商务功能一应俱全	0,4 1
还有动态磁帖非常酷炫	2,6 1
反倒是接挂电话的两个按键不大好用	10,12 -1
铃声音量大	0,4 1
动画屏保还可以	0,4 1
每个细节都一丝不苟	2,4 1
字太大	0,1 -1
小的美丽外形	-1,-1 1
来电铃声超大	0,4 1
而且效果不好	2,4 -1
最后就是电池待机时间表现一般	4,10 -1
导航功能很好	0,4 1
机身手感一般	2,4 -1
就感觉出来的片子更糟	6,8 -1
烦人的短信住逐行阅读方式菜单	3,12 -1
弧线圆滑外型简约又不失张扬	4,6 1
声音清晰	0,2 1
不如做工好	2,4 -1
无线方面感觉接收要强点	0,4 1
来电铃声音量低不知道是不是喇叭装在手机背部的原因所致	0,6 -1
音色纯正而丰富	0,2 1
质量很好	0,2 1
操作也不够准确	0,2 -1
我只能说正常咯	-1,-1 1
手机运行还是非常流畅	2,4 1
设计不错	0,2 1
机身后的闪光灯很漂亮	4,7 1
手持使用的手感较好	5,7 1
操作方便	0,2 1
的外观给人简单干练的感觉	1,3 1
彩色待机图片颜色均匀	4,8 1
应用体验经过优化的安卓系统体验非常好	11,15 1
做工不如其他国际品牌精致	0,2 -1
速度及慢	0,2 -1
电话簿功能还可以	0,5 1
扩展性强	0,3 1
效果也很不错	0,2 1
性能貌似也不弱	0,2 1
视频能力强	0,4 1
确实看起来没帅气	-1,-1 -1
通话质量很好	0,4 1
色彩浓郁	0,2 1
而且外屏周围的椭圆形设计也很漂亮	2,12 1
铃声很小	0,2 -1
显示效果十分的令人满意	0,4 1
独特的分级词汇功能	5,9 1
并且外壳好像很容易磨损	2,4 -1
摄像也是差不多的	0,2 1
第一次用它的键盘时竟然觉得太生硬了	6,8 -1
的做工还是非常精致的	1,3 1
铃声也很大	0,2 1
全键盘的按键太难用了	4,6 -1
摄像头还可以	0,3 1
真的就是系统慢了点	4,6 -1
磨砂后背手感巨佳	4,6 1
软件软件兼容性上面有些不爽	2,7 -1
还有就是电池不是很耐用	4,6 -1
音质清晰	0,2 1
听筒的音量一般或者说小	0,5 -1
强大的商务功能	3,7 1
闪光灯形同虚设	0,3 -1
游戏的耐玩性太差	0,6 -1
播放有声动画也比较顺畅	2,6 1
笔尖和保护贴之间有点涩	0,6 -1
她迷幻的色彩打动了无数人的心	4,6 1
低频和高频部分表现就稍差	0,7 -1
音量也够高	0,2 1
彩色偏暗黑	0,2 -1
屏幕大	0,2 1
幸好其他铃声声音还不错	4,8 1
键位设置不如全副方便	0,4 -1
的内存显然是不够的	1,3 -1
并且具有良好的红外兼容性	7,12 1
手机厚度虽然比现在的有些超薄手机略厚	2,4 -1
待机时间实在是不敢恭维	0,4 -1
但是界面华丽绝无卡顿	2,4 1
机身异常简约	0,2 1
跟踪对焦很有趣的对焦方式	8,12 1
后盖有点软	0,2 -1
所以整体色彩表现一般	2,6 1
变焦阻尼手感还行	0,6 1
拍摄效果果然是差	0,4 -1
大确实是很不错的一款核强机	-1,-1 1
屏幕设置很灵活	0,4 1
系统流畅程度不错	0,6 1
整体感觉也还成	0,4 1
机身契合严密	0,2 1
对焦挺准的	0,2 1
另一个就是其自带内存太小了	8,10 -1
数字键盘设计外形别致	0,8 1
的机身看上去没有以前的版本那么厚重扎实	1,3 -1
清晰的通话音质	3,7 1
不过感觉快门很涩	4,6 -1
屏幕可视角度大	0,6 1
供货商的防伪标签很讨厌	4,8 -1
手感不错	0,2 1
握持不舒服	0,2 -1
的大屏真的太霸气了	1,3 1
运行流畅	0,2 1
连接电脑上传资料的软件还不够人性化和方便	9,11 -1
信号不好	0,2 -1
分辨率也不高	0,3 -1
内存大	0,2 1
具体说就是对比度差	5,8 -1
也就是说红外线的操作简单易用	4,10 1
收音机的效果不错	0,6 1
磨沙的外壳不易留下指纹	-1,-1 1
整体感觉这四款游戏可玩性比较一般	7,12 -1
手感好	0,2 1
游戏比多	0,2 1
通话质量差这点最不能忍受和诺基亚不是一个级别的现在打电话都要狮吼对方才能挺清楚	0,4 -1
因为画面立体感已十足	2,4 1
功能够实用	0,2 1
都是很好的机子	-1,-1 1
铃声音效悠扬洪亮	2,4 1
拍照键有点小	0,3 -1
附带的音乐也响亮	3,5 1
软件也不少	0,2 1
震动也太软	0,2 -1
因此在传音乐文件时速度比较慢	9,11 -1
因此使得屏幕画面不够精细	4,8 -1
质量感觉不错	0,2 1
二是体型偏大了	2,4 -1
整机设计线条简洁不失流畅	0,6 1
还有值得赞一下的就是两机器的都很好	-1,-1 1
按键反应速度有一点慢	0,6 -1
诺基亚是一款综合素质比较出众的音乐机型	15,19 1
电话本查询麻烦	0,3 -1
而且按键的整体手感有些生硬	5,9 -1
而且由于屏幕的尺寸小	4,9 -1
因为它的功能很不错	4,6 1
其他功能也很实用	2,4 1
新的数据接口更小	2,6 -1
的闹钟功能在时间安排上设计得非常人性化	1,5 1
耳机质量不好	0,4 -1
某些设置过于简单	2,4 1
样子讨人喜欢	0,2 1
功能很强大	0,2 1
但是在手机的这个屏幕上显示的字体过小	11,16 -1
耗电量大	0,3 -1
照相有点失望	0,2 -1
音量大	0,2 1
简单易用其实智能机你只要看过扫盲贴都简单易用黑莓的简单体现在不需要签名刷机的时候比起非大陆行的也方便一点	-1,-1 1
我觉得真的很大气	-1,-1 1
是颜色表现更舒服	1,3 1
屏幕真的很清楚	0,2 1
升级慢	0,2 -1
色彩还原程度令人咋舌	0,6 1
色彩饱满	0,2 1
手机的音质中频表现还可以	3,7 1
高感也不错	0,2 1
高感的确惊艳	0,2 1
一般的实用工具还是比较齐全的	3,7 1
松下的对焦速度太爽了	3,7 1
但实际使用中按键偏小	6,8 -1
要知道信号好可是的招牌	3,5 1
电容触摸屏爽快大屏幕	2,5 1
外放的声音手机外放无音质可言烂	0,5 -1
对音色的还原能力较好	1,8 1
而且短笔太短	2,4 -1
桌面很干净	0,2 1
操作系统复杂	0,4 -1
相机确实很牛	0,2 1
专业音乐播放	2,6 1
手机造型美观	0,4 1
但铃声品种单一	1,3 -1
总体来看拍照的各项功能齐全实用	4,11 1
备忘录功能还不错	0,5 1
性能很强大	0,2 1
电池太渣	-1,-1 -1
户外模式音量太小	0,6 -1
菜单的延迟现象有些明显	0,7 -1
所以精确度很高	2,5 1
这也从另一个侧面体现出电源管理系统的出色	11,17 1
握感很舒服	0,2 1
娱乐性能强大	0,4 1
效果好	0,2 1
还有后盖特容易脏	2,4 -1
比较做工比较紧实	2,4 1
较长的充电完成时间	3,9 -1
的数字键盘部分的按键过于细小	8,10 -1
还有个我没搞明白的就是的地图明显老旧于	12,14 -1
来电防火墙非常好用	0,5 1
该机器控噪能力还可以	3,7 1
上网或看短信时文字显示效果不佳	7,13 -1
但是在手里的握持感非常好	6,9 1
它在屏幕尺寸上并不占什么优势	2,6 -1
信号不错	0,2 1
性能稍嫌不足	0,2 -1
但听起来效果还不是那么理想	4,6 -1
而且功能按键排列的过于拥挤	2,6 -1
这款机子从外观上讲充分显示出了优秀精致的做工	20,22 1
就是按键按下去手感不好	7,9 -1
闪光灯也亮	0,3 1
现在价格很好	2,4 1
电话本的容量太小只有条	0,6 -1
太大	-1,-1 -1
不过拍的要比鲜艳点	-1,-1 1
手机很轻薄	0,2 1
另外的快门声大且沉重	3,6 -1
超薄苗条的身材	5,7 1
三菱还具有一个很有创意的功能――内置了精美的像框	22,24 1
游戏数量略显不足	0,4 -1
我的屏幕可视角度很好	2,8 1
拍摄功能的强大使足以媲美一台高端数码相机	0,4 1
原配耳机音质太差	2,6 -1
录制的录像放电脑上清晰	3,5 1
和功能真不错	-1,-1 1
手感不错	0,2 1
读写卡速度慢	0,5 -1
没有后退键不方便	2,5 -1
长的特别漂亮	-1,-1 1
的按键比较柔软	1,3 1
听筒声音也比较大	0,4 1
高感也不比差	0,2 1
信息干扰比较大	0,4 -1
但是那颜色真的太夸张了	3,5 -1
色彩冷	0,2 -1
省电模式不错	0,4 1
手机铃声小基本能够忍受	2,4 -1
虽然屏幕的细腻程度不高	2,9 -1
感觉做工也差还好我找到以前的一个诺基亚耳机	2,4 -1
色彩鲜艳	0,2 1
而且其结构简洁清晰	3,5 1
颜色很好	0,2 1
电话本的容量太小只有条	0,6 -1
显示很清楚	0,2 1
噪点控制比好	0,4 1
键盘颗粒比要大	0,4 1
但是实际使用中要比快很多流畅很多	-1,-1 1
对这款功能几乎完善的机子	3,5 1
光线暗出来的效果也不错	6,8 1
可是那个尴尬的系统	7,9 -1
照大尺寸的照片的时候手机反映速度太慢	10,16 -1
机子整体感觉还可以	0,4 1
键盘手感不错	0,4 1
字又太小了	0,1 -1
的笔画输入很特别	1,5 1
铃声的音量虽然要比大声	0,5 1
分辨率高	0,3 1
画质着实不错	0,2 1
待机时间长	0,4 1
层次感不错	0,3 1
高分辨率决定了其拥有比以往采用分辨率的娱乐机型更精细逼真的画面效果	1,4 1
具有丰富的中文输入联想功能	5,13 1
音频播放我认为应该可以算是它的最大优点了	0,4 1
智能联想输入法非常好用	4,7 1
整个屏幕颜色偏红	2,6 -1
就是色彩比较淡	2,4 -1
总结总体来说非常好	-1,-1 1
体积有点大重	0,2 -1
音质清晰	0,2 1
而且音量调节键偏硬	2,7 -1
干净利落的外观会让使用者看起来更加干练	5,7 1
可惜性价比差	2,5 -1
色彩饱和度不佳	0,5 -1
索爱的原配耳机就已经很完美了	3,7 1
整体感觉就是简洁	-1,-1 1
三星的键盘的做工精细	3,8 1
所以个人观点在这方面最优	-1,-1 1
还好服务态度不错	2,6 1
穿透力好	0,3 1
快捷键的搭配也合理	0,3 1
我感觉还是不错的	-1,-1 1
功能自然比一般相机要多许多	0,2 1
小分辨率屏幕无需太亮就很亮丽	4,6 1
出图也没此刻的干净	0,2 1
其实我觉得那个翻转屏挺好	7,10 1
三星确实存在太艳丽	-1,-1 -1
最基本的续航太烂了	4,6 -1
充电接口保护套比较严实	0,7 1
但是便携性较差	2,5 -1
屏幕较小	0,2 -1
铃声效果不错	0,4 1
铃声小到听不见	0,2 -1
所以手机整体的色彩表现力就稍微的差了一点	7,12 -1
显示屏远远好过小五的	0,3 1
尺寸还是比较娇小玲珑	0,2 1
开机速度超快	0,4 1
从简单的几个操作来讲速度比要快	10,12 1
按键偏硬	0,2 -1
双核玩极品飞车非常流畅	-1,-1 1
亲自试试荣耀的操作体验还不错	7,11 1
卡上的文件不方便管理	3,5 -1
平常的介面不太好看	3,5 -1
通话够清澈	0,2 1
侧滑的键盘对我这样经常查英文单词的人来说很实用	3,5 1
造型大气简约	0,2 1
本来准备入手发现实物太小	-1,-1 -1
键盘设计也十分简洁漂亮	0,4 1
三款游戏的可玩性较高	2,8 1
画面的亮度均匀	0,5 1
铃声种类丰富	0,4 1
电话回音大	0,4 -1
的价钱有点高	1,3 -1
而且铃声很大	2,4 1
但强光下拍的照片太暗	6,8 -1
信号不错	0,2 1
相机对焦和成像速度都慢了很多	2,4 -1
上网的流量吓人可能是系统不设防城门都没有	0,5 -1
动作流畅	0,2 1
听筒和外置扬声器配合得不是很好	0,2 -1
连续自动对焦的速度是最差的	0,9 -1
除了高像素之外	3,5 -1
选更多是因为有个据说不太成熟的系统	15,17 1
而上万条的联系人资料存储容量也理所应当的成为手机的一个主要优点	10,14 1
首乐曲的大容量给了用户更广阔的选择空间	5,7 1
再配上太极双色外观设计相当时尚	7,11 1
音质一般	0,2 -1
以及个性化的主题	6,8 1
电话薄的功能就显得很不科学了	0,6 -1
听筒效果也不错	0,4 1
外置扬声器差的没话说了	0,5 1
该机的拍摄功能也比较多	3,7 1
画面色彩细腻	0,4 1
功能全面	0,2 1
色彩灰暗	0,2 -1
同步效果相当不错	0,4 1
拆后盖太太太太太太太不方便	0,3 -1
管理方面可谓非常强大	0,4 1
就能达到非常亮丽柔和的视觉效果	11,15 1
质量实在不敢恭维	0,2 -1
存储速度慢	0,4 -1
正面的金色和银色的快捷操作键做工稍微粗糙了些	14,16 -1
颜色没有的那么艳丽本人感觉的颜色过于失真但是的显示设置里面是有调整颜色的选项的	0,2 -1
但外放效果声音洪亮	1,7 1
机身可使用内存太少了	5,7 -1
软件反应速度慢	0,6 -1
整体键盘手感欠佳	0,6 -1
低感下画质相当干净各	3,5 1
声音饱满	0,2 1
比老婆的显示效果又强出不多少	4,8 1
信号捕捉快	0,4 1
运行速度稍微慢于存储在内存中游戏的速度	0,4 -1
打开网页非常迅速	2,4 1
音效也不错	0,2 1
而在三星当中较为有特色的功能可算是健康这个功能了	12,14 1
或许是触控芯片的灵敏度低	8,11 -1
电话本不好用	0,3 -1
再是黑色比例很协调	4,6 1
发现很好	-1,-1 1
来点闪很有创意	0,3 1
但是的流线风格显然不比差	3,7 1
周边对焦点能用在反差高的地方还是很坚挺	2,5 1
而且屏幕像素颜色位数等指标都很高	2,6 1
光线强度也较大	0,4 1
机子整体感觉不错	-1,-1 1
操作界面虽然说比较简单	0,4 1
且屏幕色彩的过度还原度以及屏幕的亮度饱和度也都是非常的出色	1,8 1
这个体积已经是很理想的了	2,4 1
菜单设计比较合理	0,4 1
这款手机的英语辞典功能很强	5,11 1
数字键布局合理	0,5 1
总体感觉很不错	-1,-1 1
对焦就是比快准	0,2 1
现在市面上的配件很少	6,8 -1
我那台健在的开到最大声音质依然完美	11,13 1
扬声器音量小	0,5 -1
系统运行非常流畅	0,4 1
所以用户还是可以享受相当丰富的手机的拍摄能力	18,22 1
反弹的力度也是表现一般	0,5 -1
机身的操控性能很好	0,7 1
但整体的娱乐性还是比较单调的	1,7 -1
因为经常看到有人说的声音一塌糊涂	10,12 -1
后台程序管理太差	2,6 -1
携带方便	0,2 1
音乐节奏也过于传统	0,4 -1
听筒外放都好	0,2 1
不仅噪点把握的不好	2,4 -1
那个拍照实在是太好了	2,4 1
电话本更是具有条的大容量存储	12,14 1
发现它的信号不错	4,6 1
手机连接电脑真心费劲	2,6 -1
就是现在价格个人感觉还是偏高	4,6 -1
听通筒的音量也不错	0,6 1
音乐按键别具一格	0,4 1
杂音很小	0,2 1
该机最大的一个优点就是待机时间超长	11,15 1
应用列表用字母查询其实也蛮方便的	0,4 1
三菱专利的整体镜面外屏流露出的时尚感觉让人一见倾心	5,11 1
还有就是摄象头的位置不太合理	4,10 -1
音质清晰	0,2 1
内置很多软件很贴心很方便很实用	4,6 1
加上内置华丽的菜单及风格主题	7,9 1
保密功能强	0,4 1
拍照操作简易实用	0,4 1
自动白平衡更准确	0,5 1
屏幕色彩显示效果较差	0,8 -1
相信可以在一定程度上祢补显示效果的不足	12,16 -1
我相信中心点绝对够用	3,6 1
音质一般	0,2 -1
快门声音比我想象的大得多	0,4 -1
听歌比音质好	3,5 1
秉承了时尚高贵的外形设计	8,12 1
感觉音乐目录有点乱	2,6 -1
这项功能还是十分的实用的	2,4 1
摄像效果在像素的手机居于前茅	0,4 1
反应比较准确	0,2 1
手机听筒及外放声音偏小	2,9 -1
声音也小	0,2 -1
娱乐功能相对比较单调一些	0,4 -1
通话质量可以	0,4 1
人脸检测和笑脸拍摄很贴心	0,4 1
游戏免费的不少	0,2 1
效果令人满意	0,2 1
信息量很大	0,3 1
拍照能力差	0,4 -1
机器屏幕确实很华丽	2,4 1
铃声和通话的声音小	0,2 -1
外观霸气	0,2 1
关于照相速度还算可以	-1,-1 1
耳机立体效果较强	0,6 1
万摄像头一般	1,4 -1
网上有不少朋友反映滑盖容易松动	9,11 -1
屏幕超大	0,2 1
纠结的系统	3,5 -1
手机预置的游戏数量和质量都显得比较一般	5,9 1
画质确实比小五提升了	0,2 1
魔幻立方也是华而不实	0,4 -1
就是身材要比诺基亚憨厚的多	2,4 -1
屏幕的分辨率很低	0,6 -1
但由于的体积较小	4,6 1
做工非常好	0,2 1
音效出色	0,2 1
音质一般	0,2 -1
白平衡确实比较有问题	0,3 -1
最致命的是显示像素相对于其配置来说不够高	5,9 -1
的数据线真是太落伍了	1,4 -1
广角时畸变很讨厌	0,5 -1
但驱动有点慢	1,3 -1
电池待机能力一般	0,6 -1
而且电池和手机的密合性不够	2,11 -1
还有就是流畅度没有想象中好	4,7 -1
铃声很细腻	0,2 1
信号也很好	0,2 1
客观的说这机子画质还好	7,9 1
但是每个功能都重规重矩	4,6 -1
高清视频非常流畅	0,4 1
查找电话时操作较繁琐	5,7 -1
后盖结合也很紧密	0,2 1
但操控极快	1,3 1
相机微距对焦很快	0,6 1
手机内留下载铃声的空间太小	0,11 -1
价格也最高	0,2 1
最吸引人的是它英寸的超大屏幕	12,14 1
扬声器有暇疵	0,3 -1
控噪能力很不错	0,4 1
并且自己不喜欢不标准的分辨率	11,14 -1
高象素	1,3 1
屏幕超大	0,2 1
机身内存过小	0,4 -1
而且功能键较密	2,5 -1
充电器与平板连接不是很可靠	0,3 -1
外观小巧圆润	0,2 1
外观不错	0,2 1
信号很强	0,2 1
电力很快不足	0,2 -1
信号不怎么好	0,2 -1
但是总觉得触屏确实用起来比较爽啊	5,7 1
感觉分辨率在寸屏上显示效果不错	9,13 1
城市万花筒很好玩	0,5 1
